RESNT,RESNE,RESSE,RESST,RESMW,INDNT,INDNE,INDSE,INDST,INDMW,COMNT,COMNE,COMSE,COMST,COMMW,OTHNT,OTHNE,OTHSE,OTHST,OTHMW
543558,2000446,5373723,1631377,807892,1182951,2435956,8164832,2647015,717277,335947,1069844,3901778,1268178,570834,315735.55,1199698,2466885,1287383,520882
591995,2083364,5329736,1513471,783019,1177230,2457017,8463316,2712615,782062,357678,1094925,3844698,1178874,574613,334201.43,1217246,2459698,1167163,530742
595852,1995023,5269471,1565432,816136,1151217,2442460,8454482,2744237,776968,360796,1056280,3701361,1160503,553971,346298.57,1166464,2486507,1143500,557903
616782,1897430,5185998,1594070,797911,1116462,2362673,8359244,2733601,754078,369874,998773,3589719,1088309,547999,346415.01,1125654,2517694,1082386,542626
623393,1927736,5063741,1634801,772664,1205501,2479206,8292903,2729981,782894,368353,989871,3474863,1080262,540289,365273.03,1138106,2500002,1099110,628996
629182,1918626,5200951,1715613,816125,1200793,2462536,8561514,2831514,829957,378295,1014840,3513265,1139007,556073,351126.26,1184760,2562357,1111084,635658
640168,1956622,5196437,1644068,813870,1183453,2351602,8498742,2746171,813739,380901,1030792,3688878,1108043,551707,366665.16,1197704,2643278,1074679,637205
687065,2054166,5313978,1620013,870074,1253335,2398416,8542498,2788473,803974,403748,1100343,3855692,1129613,581839,376438.38,1279627,2613395,1116775,599542
675367,2072616,5420982,1628086,913837,1212737,2307338,8669644,2814731,805936,394478,1106281,4049906,1219401,612093,359023.54,1273466,2625441,1187308,571618
683978,2075421,5407419,1653801,885062,1288230,2330512,8256004,2678820,767873,400897,1115960,4171501,1279086,604773,365630.24,1211867,2546900,1274279,558365
651827,2222412,5991046,2012159,920875,1246234,2323979,7830818,2422689,713066,364824,1120445,4297545,1371375,590863,338087,1219592,2584931,1526864,530128
640104,2115977,6082595,2166045,874137,1152125,2195186,8268487,2759996,731557,356026,1116123,4571717,1552666,607802,328718,1193613,2840214,1540887,559512
665706,2152217,5783428,1810905,876245,1245479,2363825,8000471,2709287,760217,366477,1123509,4297438,1354454,602341,335005,1218001,2701263,1407278,495883
649978,2127397,5477028,1657560,868377,1229091,2255959,8229108,2768306,777727,372337,1130430,4172930,1304682,607386,349921,1169863,2572509,1276932,594333
705888,2164510,5455670,1663029,888051,1258279,2200859,8002092,2693261,788237,387384,1110861,4004548,1210462,590316,355776,1207189,2605884,1228178,580025
693230,2035296,5106123,1660066,827154,1196030,2103024.88,7922678,2675047,786638,389131,1076772,3705710,1129243,561269,365006,1163065,2558616,1162859,609515
813791,2072771,5294663,1690827,784886,1253372,2234428,7587191,2677890,800810,387745,1061101,3668148,1120099,535480,366971,1186374,2561348,1151144,617770
634342,2027166,5191948,1722603,864433,1253295,2303223,7958162,2781366,838309,406366,1085434,3724566,1190076,583005,363949,1236897,2563630,1178729,643195
755837,2060440,5194803,1650393,914142,1265909,2272311,7828535,2786801,821318,427993,1116911,3836984,1185527,618628,387153,1271733,2668685,1164694,666179
756891,2154008,5560649,1662746,1006315,1256398,2281391,7822355,2789768,779435,420243,1167133,4140729,1228703,658484,392344,1326958.59,2781223,1241487,673180
745283,2172997,5714131,1780429,969551,1230244,2251591,8197214,2823739,752973,412618,1199429,4335580,1363207,663288,374111,1295600.39,2721185,1297461,650095
761455,2190944,5508771,1801652,897948,1243764,2204816,7797703,2680875,720739,431540,1200076,4224267,1391738,608295,379374,1263366.03,2567847,1392320,570817
726570.36,2302666,6476567,2062995.71,989503,1236241.36,2133514.26,7344251.25,2364735.4,677273.79,382900.84,1185404,4476630,1423852.02,607356,374945.33,1283873.02,2645815,1479155.19,583718
677514,2240786,5957795,1967877,936289,1144326,2031019.05,7831951.87,2730946.3,706405.38,376873,1179050,4446794,1468664,618484,366740,1238426.76,2633286,1497782,668257
680311,2213527,5573471,1802427,828374,1249395,2212021.67,7736995.41,2637162,754616.95,391184,1197847,4320106,1394635,604008,388460,1218336.36,2519481,1444630,591976
675513,2232375,5415655,1724335,841785,1198513,2034218.83,7917888.02,2758168.6,730230.84,380982,1192788,4326175,1378983,627793,391870,1211871.01,2555420,1374565,627541
679533,2218162,5176493,1588736,878861,1255339,2016991.94,7666694.63,2648654.3,742489.46,385433,1196284,3979116,1203345,599558,398107,1222318.01,2474148,1242875,629224
695205,2120820,4852845,1593710,850268,1216684,1969210.87,7623855.64,2637245,728993.73,389646,1135185,3802300,1174355,571174,391503,1210499.59,2473590,1162576,664000
746477,2025226,4913722,1605688,819639,1269982,1929690.92,7453325.47,2559948,740471.37,416243,1083527,3661598,1116501,560693,400938,1177045.53,2504276,1164403,667049
763948,2000513,5080894,1621249,846311,1284346.49,1992131.39,7615559.17,2648851.5,745062.64,420605,1117185,3772081,1180559,586995,423078,1224052.92,2616460,1197884,720919
820516,2086557,5030736,1557532,941162,1268086,1863705.34,7514243.01,2592008.35,763874.55,446105,1149289,3780478,1161470,623827,429737,1285911.35,2593951,1182999,749462
884653,2162718,5465728,1611874,1008380,1280572,1939351.35,7532545.94,2558755.84,805939.05,460262,1182344,4136559,1197395,654211,424525,1350182.39,2679713,1193314,747643
872136,2193135,5457842,1612892,995736,1230461,1885783.4,7404271.1,2595098.54,757946.88,447321,1210805,4262362,1211843,658369,408190,1364982.45,2712357,1216862,726462
851295,2317043,5383171,1603341,928685,1251870,1830673.72,7100173.94,2490414.22,721602.89,445125,1267860,4258472,1247150,633402,414344,1377047.59,2617565,1263886,666839
759843,2295490,5864497,1951618,958648,1215996,1808016.07,6678699.68,2213223.33,704567.99,392658,1191688,4227956,1352653,595818,366220,1239379.03,2542848,1460897,580185
740736,2191346,5615379,1888454,916030,1198858.6,1789841,7198404.04,2568402.52,740348.5,389776,1158481,4167271,1394509,604299,379428,1138168.91,2514006,1555612,577986
751194,2315129,5532807,1782753,934360,1304121,1937272.65,7306777.62,2626701.59,753411.53,405899,1249510,4155268,1357823,629526,402504,1290296.85,2616501,1492710,600349
747941,2307869,5907371,1817400,1001892,1196602,1802337.94,7507463.2,2704555.48,765269.68,392009,1217130,4398022,1383419,655886,390719,1281541.78,2707369,1420792,663831
754695,2255249,5330941,1706584,884863,1277905,1962335.83,7338229.16,2610477.78,751502.71,415427,1196339,3960712,1215606,590955,414420,1307594.1,2673245,1326819,674773
783331,2219377,5076992,1683387,850866,1208497,1908742.28,7395682.86,2622059.8,746912.79,416102,1170478,3611034,1082493,567827,410896,1297447.5,2567880,1256196,674208
796979,2100992,4937481,1704822,840346,1287561,1994339.97,7423662.38,2613429.9,763185.84,421191,1109719,3507200,1099260,548693,395126,1258624.83,2520644,1247928,684056
822097,2114946,4997655,1638519,854555,1264582,1958852.89,7569354.76,2645533.8,796910.49,420317,1144042,3524375,1095412,565417,425619,1301124.31,2620217,1230332,704073
830479,2194120,5299383,1626257,939832,1266014,1887278.1,7540403,2620122.5,744367.5,422149,1176506,3706102,1101469,592166,400519,1365899.83,2693487,1239875,698631
828560,2219979,5282756,1596120,928149,1285887,1896152.91,7456991.9,2536800.19,761756.13,425284,1202077,3698574,1099866,605408,406799,1363089.11,2709246,1219599,674748
834314,2310009,5407188,1627834,954610,1278865,1885328.51,7434144.46,2598047.96,720873.74,418111,1236229,3902049,1178434,600328,422701,1386682.39,2618097,1285982,654421
826045,2385414,5543528,1690320,911754,1255955,1846958.19,7170265.88,2550281.4,705768.17,390239,1269711,4015309,1256083,594544,424320,1362285.34,2539266,1448185,594563
746531,2274880,5934320,2006171,943733,1267995,1866307.17,6924323.08,2378484.3,718014.73,380583,1191037,4219888,1384355,602590,373096,1373881.12,2607626.18,1538436,636912
678124,2215583,5629521,1948153,898287,1145929,1725746.2,7267815.14,2629958.57,687037.5,358759,1165026,4152985,1386440,620443,369817,1235078.57,2533586,1556194,631904.51
725088,2335888,6041993,2085597,960387,1277627,1938395.02,7183811.96,2741178.26,753130.12,390712,1219738,4276384,1456678,621080,402037,1294996.51,2670502,1561703,608668.29
725326,2281067,5431606,1729936,967545,1215167,1785893.36,7630039.32,2779694.72,732499.86,388390,1208650,4124395,1330808,645209,392166,1285720.24,2691557,1435401,649360.79
791781,2321918,5290835,1599966,934559,1296350,1803006.16,7100244.02,2662653.25,762787.33,420969,1204251,3885942,1139470,597857,425353,1343262.81,2608238,1289107,676136.75
806273,2241692,5139605,1684856,918285,1253966,1848400.95,7426304.27,2702525.2,754035.41,416895,1177000,3677308,1142548,596465,414710,1324764.96,2616297,1275047,697287.3
767490,2085165,5061387,1679450,835237,1319608,1940132.18,7396435.66,2692241.17,779707.98,405600,1092688,3490184,1117027,549914,389410,1263993,2544325,1262421,707847.37
847732,2110113,4974452,1666071,876881,1321958,1945240.62,7451707.09,2799596.3,783367.26,437404,1127467,3443507,1140863,569504,433942,1320907.98,2632151,1273569,709295.6
865723,2177898,5307233,1718434,1027419,1251426,1833640.87,7616036.89,2782941.5,790809.23,431453,1143147,3723379,1188087,628875,443977,1349721.94,2702817,1291775,734133
867252,2278110,5361592,1678750,988992,1314996,1938004.8,7481015.31,2708244.1,780744.13,438035,1209333,3852910,1194519,614601,427126,1445383.68,2747066,1296537,713061
851687,2357774,5537482,1693977,1021212,1266066,1882757.78,7737430.05,2722376.6,761899.43,427501,1245718,3978215,1207313,632604,420647,1419198.4,2662274,1309001,691755
823516,2378954,5544800,1755588,938621,1273070,1862948.99,7612805.1,2658069.7,746490.07,413124,1271428,4051793,1280794,602648,407884,1389347.05,2538608,1434176,621461
749421.41,2361905.28,5863374.74,1991357.91,991187.15,1293988.95,1794335.16,7505760.37,2558668.87,728351.63,383694.94,1194153.97,4079859.22,1351221.99,602521.61,385792.56,1364775.73,2629370.13,1625375.55,598767.63
721929.39,2298488.62,5718346.8,1946358.47,973765.15,1193865.18,1639747.92,7364372.73,2635613.32,691032.32,365332.56,1167658.31,4054596.12,1365541.5,618940.93,369411.63,1246368.29,2552283.94,1624013.24,620899.33
749308.89,2335814.6,5957651.95,1917646.56,989901.67,1311227.38,1783651.14,7995341.3,2841469.35,765522.97,402732.88,1201575.33,4218605.66,1401412.64,641182.83,405304.44,1260618.13,2681354.02,1611430.51,633359.37
761092.73,2366882.78,5957746.23,1836582.89,1010648.51,1110102.94,1837390.8,7812471.7,2812492.05,775213.04,394826.41,1194859.2,4242007.67,1365752.57,649982.55,413291.69,1266413.51,2720560.17,1512564.56,650260.25
784448.36,2280119.85,5536523.8,1826147.81,973480.85,1048149.42,1877538.97,7496034.92,2631082.81,757653.6,406346.79,1179365.6,3926689.96,1294824.43,610420.1,427950.1,1318904.67,2777175.13,1438211.62,671315.76
776976.32,2278070.87,5320617.83,1781848.34,908682.24,1000828.81,1848623.36,7476361.22,2643086.22,776006.18,402220,1148011.55,3645483.17,1130663.52,559116.48,403898.43,1321862.09,2736697.82,1345274.78,698233.85
782045.64,2144669.21,5186862.74,1768601.64,908422.43,1064459.07,1968866.56,7789892.33,2852111.97,810814.5,405698.53,1091109.43,3569521.86,1118044.11,562709.62,406248.82,1315749.02,2726501.75,1311198.21,723432.47
797188.52,2215549.81,5116358.31,1748057.67,931628.27,1035203.26,1949005.77,7914508.05,2899814.3,872793.3,426941.79,1145210.5,3574641.82,1157135.16,590919.36,429660.24,1378131.64,2772679.19,1336581.27,753187.78
804932.52,2230595.94,5360841.69,1751267.98,981923.48,1038594.82,1846362.06,7702179.41,2720058.11,816481.88,422602.77,1146311.78,3707136.11,1145578.72,609321.51,422962.71,1413411.48,2829560.96,1338431.46,750024.15
861574.38,2378989.64,5482086.27,1729765.97,1074488.61,1055636.94,1947564.77,7933622.88,2838796,850366.26,455827.65,1224244.75,3895858.85,1199662.74,654977.87,455420.01,1502658.57,2798600.82,1319030.71,734002.56
841536.64,2518675.39,5585816.77,1771098.41,1041678.63,1019286.11,1926539.92,7871137.65,2758092.94,797039.67,436701.15,1263488.31,3980072.99,1253653.13,639864.481,426114.27,1475538.58,2717401.26,1390663.59,690393.61
738718.12,2346242.11,5687378.5,1835186.92,1026433.92,1040528.48,1910217.68,7420486.9,2593429.21,794927.86,400246.4,1223283.23,4140014.85,1347100.58,643124.25,405767.22,1369122.09,2773634.44,1501265.91,674211.22
726873.89,2433230.06,6389713.75,2302787.45,1085468,1057234.28,1901190.21,7545071.06,2614120.02,772201.68,393236.52,1244524.44,4370412.12,1482138.21,635107.65,385839.44,1386575.92,2660740.57,1601589.38,657697.72
713768.6,2421842.06,6188834.49,2226479.09,1075743.54,939391.68,1821777.73,7285407.15,2716159.72,776136.45,384184.47,1258333.58,4365503.77,1523768.42,677702.42,384034.12,1319021.22,2744776,1664689.05,675113.77
731745.1,2541247.5,6072326.77,1999924.05,1038806.5,1048819.08,1870741.27,7556147.4,2798578.6,769546.2,404139.41,1293170.39,4303462.82,1399618.12,654262.15,415887.06,1344418.93,2694392.72,1569307.64,639908.92
751878.26,2381421.36,5610277.99,1806674.27,1019206.67,992356,1832546.34,7494815.66,2827373.61,751878.62,410519.64,1265485.66,4115920.49,1343136.01,646878.87,413055.48,1293948.43,2606645.17,1493701.61,664939.56
777286.91,2490241.54,5785412.47,1822174.45,1051478.28,1061169.92,1896488.5,7597072.46,2834365.99,808867.65,425585.28,1285962.69,4141318.7,1276694.79,638217.14,424700.95,1382369.46,2663198.92,1441646.16,675751.81
782406,2330185.46,5269701.4,1714445.28,953578.42,1090461.71,1775269.4,7384030.63,2793948.65,779991.51,421486.17,1209099.31,3726295.96,1176295.47,607637.13,425329.82,1309884.2,2600751.56,1373644.52,712079.52
807440.68,2300502.01,5152317.89,1761217.46,930807.81,1152862.7,1858686.95,7434148.68,2813399.66,836412.99,434296.43,1189921.4,3547092.23,1158707.53,585240.06,425893.67,1323043.91,2566028.72,1347860.14,719526.69
817871.16,2206131.189,5201820.4,1797404.56,963776.83,1195972.47,1801580.77,7485987.95,2844378.55,857644.52,444999.81,1171069.56,3575391.82,1156687.29,597455.68,422372.29,1366502.05,2636944.4,1371503.96,725726.58
855773.27,2263214.84,5376428.22,1770890.63,1112872,1165926.77,1711854.67,7411806.67,2741019.93,834274.65,456322.4,1207621.73,3768173.45,1162529.551,649814.76,460003.32,1450696,2735613.91,1357512.52,769489.1
826928.21,2467785.96,5668331.09,1849757.05,1160311.57,1232301.95,1844100.27,7616448.53,2850856.82,854835.85,451289.67,1286049.94,4084436.14,1255707.23,677209.23,454811.09,1540428.04,2801668.54,1390412.99,753651.74
837489.03,2565288.66,5967915.87,1913587.31,1139397.29,1200189.88,1794957.13,7523365.03,2813231.79,824741,451874.12,1330201.16,4293625.28,1336587.36,683111.37,435878.77,1633192.64,2838132.71,1457423.49,751762.58
837765.26,2674692.67,5682864.17,1918579.33,1086804.56,1255437.81,1845277.06,7086548.22,2615961.23,791173.57,452906.55,1390622.27,4194165.77,1358280.48,652004.73,448643.09,1626151.83,2629573.02,1574181.36,679743.84
799553.99,2590818.6,6159440.55,2244223.38,1114472.03,1268198.69,1823641.05,7075127.61,2562605.06,790429.29,422928.21,1283465.06,4229303.52,1453545.7,630451.27,399562.67,1423410.81,2693630.5,1656268.63,633022.49
795848.71,2456879.88,5890216.51,2141096.92,1099186.62,1196516.68,1791916.37,7341090.19,2769213.31,790105.09,433890.96,1263177.76,4191409.47,1487690.13,663055.61,406268.32,1295231.93,2571724.23,1655326.03,647529.12
809202.84,2599627.78,5894607.34,2044196.85,1084224.54,1167035.35,1752589.25,7587633.16,2775842.579,834606.27,418878.09,1252062.85,4072869.14,1419091.75,653189.23,416488.9,1324619.09,2665981.4,1644851.39,643926.69
825129.74,2667831.01,5678227.67,1995891.87,1151277.89,1071840.93,1435287.16,6503650.03,2377962.25,769313.88,348651.25,992342.48,3318789.03,1176546.53,551958.33,380534.48,1266267.95,2564013.13,1460884.82,647201.32
821867.7,2587578.16,5426561.29,1850035.83,1069858.79,1115443.39,1569821.06,6357405.9,2420715.55,842070.98,342109.66,935126.08,2982078.07,1016722.31,498100.52,373321.3,1263205.13,2612069.88,1324765.45,644544.91
829361.51,2424709.65,5400703.22,1779342.7,961847.85,1141098.87,1627797.6,6477438.84,2465185.59,829520.59,363211.46,912009.92,2860468.24,998792.29,476803.07,371344.44,1269141.67,2577291.03,1259615.21,669367.74
873226.26,2421274.85,5496332.29,1915802.07,999892.96,1209729.75,1812750.65,7279625.71,2734190.649,865348.51,407643.72,979271.87,3015118.17,1032480.91,500366.51,403396.58,1315464.87,2590039.84,1234560.93,709156.87
896083.83,2354042.64,5671486.5,1879434.44,1050728.41,1276211.14,1802110.71,7697947.12,2855863.68,897169.23,436043.83,1006838.13,3198268.55,1056951.35,552356.9,422919.95,1357815.46,2757005.26,1250615.12,744213.9
941909.92,2458563.62,5756787.24,1928535.81,1154591.72,1255313.68,1869810.85,7723166.65,2918141.41,877278.11,447735.19,1078204.8,3431648.9,1109652.33,599034.17,435854.92,1415665.269,2873474.6,1240360.94,758590.03
961023.48,2628028.79,6241392.02,1953028.27,1306605.7,1311627.45,1989742.67,8042502.86,3037212.11,904680.27,456181.74,1188117.14,3890202.22,1176296.78,642505.571,426534.69,1558154.29,3050309.53,1284601.15,794794.94
926030.92,2680088.25,5999234.94,1950981.34,1221558,1237752.24,1811252.34,7878698.53,3004998.61,849755.16,440280.13,1146756.66,3718646.92,1217800.9,626656.25,399176.76,1370680.41,2780783.02,1371067.66,715230.62
856867.66,2741443.78,6377972.01,2116828.31,1219580.31,1272312.84,1831074.38,7832769.48,2875937.45,846516.67,435348.25,1178772.67,3965808.83,1309577.27,630870.11,422831.94,1353274.6,2630930.52,1470947.68,710677.9
830281.77,2758984.88,6571311.64,2260371.61,1176796.01,1272332.54,1907279.7,7817703.85,2828849.7,801044.35,388117.66,1218404.85,3952140.43,1336389.05,576475.77,386476.1,1515548.95,2660915.34,1652979.13,618194.45
803678,2619758.51,6192199.7,2107756.15,1092833.16,1212014.56,1818732.98,7665683.16,2845218.26,803945.5,366806.42,1192529.07,3907837.64,1369100.81,601318.439,376613.28,1395532.42,2600284.61,1618006.61,664340.25
820022.59,2727749.08,6321507.66,2190795.2,1144302.68,1317432.86,1944025.33,8360051.95,3054222.87,873175.54,379847.88,1188932.46,4350944.92,1389025.74,613689.65,385913.04,1382345.85,2753417.41,1584258.98,634672.76
864941.75,2774864.34,6349461.85,2109543.78,1196650.69,1319085.48,1886532.1,8072102.2,3090411.761,842210.57,401927.55,1148005.6,3699088.1,1340832.76,588701.86,397565.8,1409476.38,2737219.699,1555574.27,648235.34
859232.55,2536646.39,5591479.32,1867454.95,1061918.82,1366749.98,1929676.99,7868586.7,3046678.64,882255.35,426270.62,1137901.67,3386139.8,1215562.25,570426.32,404514.34,1355222.14,2715348.36,1431474.12,697016.52
904297.4,2562742.67,5515166.54,1860431.55,1113624.14,1314088.53,1879278.51,7953131.38,2988768.77,871323.63,441305.5,1144011.42,3380464.82,1133485.66,578895.77,400305.04,1426873.35,2632514.33,1345186.62,733169
865062.79,2474296.29,5368102.25,1949842.02,995637.72,1337574.84,1965784.24,8035625.75,3036166.611,885249.42,442172.08,1134246.32,3255572.69,1141324.16,544362.17,404040.81,1404067.84,2658474.809,1317434.13,725804.9
922471.5,2458291.46,5427367,1966281.85,1005481.59,1339021.9,1982101.92,8081751.07,3084654.169,899538.75,496728.82,1158115.23,3335749.7,1194668.58,570095.58,403242.65,1493284.74,2722258.741,1333064.07,754405.71
991349.19,2556014.75,5966265.78,1836843.1,1244793.59,1301097.44,1897920.19,8099669.86,2992738.75,869882.73,471629.18,1195847.63,3793595.29,1206573.721,647928.36,426818.99,1527361.57,2850676.731,1318483.9,789828.86
976563.68,2674100.08,5749800.09,1878201.85,1254586.97,1330432.19,1996411.56,8293165.59,3035353.16,896881.11,476740.35,1261807.91,3876230.49,1236932.95,660884.84,435385.08,1620870.9,2878828.06,1301045.15,787926.52
959784.1,2665297.58,5674930.14,1945156.41,1141214.85,1336294.64,1960261.34,8172170.27,3007550.191,880617.33,460621.59,1286761.94,3857150.33,1309950.8,634195.57,422134.62,1559162.36,2599498.65,1354735.69,712731.79
